filter completed in 16.119680404663086 s
filter completed in 16.72810435295105 s
IMAGE COMPLETED: 1 of 2
filter completed in 35.63704514503479 s
filter completed in 36.4747998714447 s
IMAGE COMPLETED: 2 of 2
         56298822 function calls (56230494 primitive calls) in 117.719 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:106(EvaluatorSubprocess)
        1    0.000    0.000    0.000    0.000 typing.py:38(TypingName)
        1    0.000    0.000    0.000    0.000 typing.py:137(TypingModuleFilterWrapper)
        1    0.000    0.000    0.000    0.000 typing.py:141(_WithIndexBase)
        1    0.000    0.000    0.000    0.000 typing.py:155(TypingContextWithIndex)
        1    0.000    0.000    0.000    0.000 typing.py:190(TypingContext)
        1    0.000    0.000    0.000    0.000 typing.py:213(TypingClassContextWithIndex)
        1    0.000    0.000    0.000    0.000 typing.py:217(TypingClassContext)
        1    0.000    0.000    0.000    0.000 typing.py:299(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:340(Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:350(TypeVarClass)
        1    0.000    0.000    0.000    0.000 typing.py:464(NewTypeFunction)
        1    0.000    0.000    0.000    0.000 typing.py:480(NewType)
        1    0.000    0.000    0.000    0.000 typing.py:697(InstanceWrapper)
        1    0.000    0.000    0.000    0.000 function.py:41(FunctionAndClassBase)
        1    0.000    0.000    0.000    0.000 function.py:154(MethodContext)
        1    0.000    0.000    0.000    0.000 function.py:371(OverloadedFunctionContext)
        1    0.000    0.000    0.000    0.000 instance.py:36(AnonymousInstanceArguments)
        1    0.000    0.000    0.000    0.000 instance.py:309(AnonymousInstance)
        1    0.000    0.000    0.000    0.000 instance.py:343(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 instance.py:410(CompiledBoundMethod)
        1    0.000    0.000    0.000    0.000 instance.py:451(InstanceClassFilter)
        1    0.000    0.000    0.000    0.000 instance.py:518(InstanceArguments)
        1    0.000    0.000    0.000    0.000 stub_context.py:63(TypingModuleWrapper)
        1    0.000    0.000    0.000    0.000 stub_context.py:104(VersionInfo)
        1    0.000    0.000    0.000    0.000 module.py:14(_ModuleAttributeName)
        1    0.000    0.000    0.000    0.000 arguments.py:131(_AbstractArgumentsMixin)
        1    0.000    0.000    0.000    0.000 arguments.py:151(AbstractArguments)
        1    0.000    0.000    0.000    0.000 arguments.py:157(AnonymousArguments)
        1    0.000    0.000    0.000    0.000 arguments.py:197(TreeArguments)
        1    0.000    0.000    0.000    0.000 arguments.py:307(ValuesArguments)
        1    0.000    0.000    0.000    0.000 iterable.py:43(IterableMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:97(CompForContext)
        1    0.000    0.000    0.000    0.000 iterable.py:193(_DictMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:230(_BaseComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:239(ListComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:252(SetComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:489(_FakeArray)
        1    0.000    0.000    0.000    0.000 iterable.py:572(MergedArray)
        1    0.000    0.000    0.000    0.000 iterable.py:733(_ArrayInstance)
        1    0.000    0.000    0.000    0.000 iterable.py:767(Slice)
        1    0.000    0.000    0.000    0.000 names.py:277(SubModuleName)
        1    0.000    0.000    0.000    0.000 lazy_context.py:5(AbstractLazyContext)
        1    0.000    0.000    0.000    0.000 lazy_context.py:16(LazyKnownContext)
        1    0.000    0.000    0.000    0.000 lazy_context.py:56(MergedLazyContexts)
        1    0.000    0.000    0.000    0.000 access.py:100(compiled_objects_cache)
        1    0.000    0.000    0.000    0.000 access.py:155(AccessPath)
        1    0.000    0.000    0.000    0.000 access.py:174(_force_unicode_decorator)
        1    0.000    0.000    0.000    0.000 typeshed.py:89(import_module_decorator)
        1    0.000    0.000    0.000    0.000 helpers.py:227(SimpleGetItemNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:19(CompiledValue)
        1    0.000    0.000    0.000    0.000 context.py:354(CompiledContextName)
        1    0.000    0.000    0.000    0.000 context.py:361(EmptyCompiledName)
        1    0.000    0.000    0.000    0.000 context.py:524(_normalize_create_args)
        1    0.000    0.000    0.000    0.000 filters.py:68(AbstractUsedNamesFilter)
        1    0.000    0.000    0.000    0.000 filters.py:220(MergedFilter)
        1    0.000    0.000    0.000    0.000 filters.py:234(_BuiltinMappedMethod)
        1    0.000    0.000    0.000    0.000 filters.py:259(SpecialMethodName)
        1    0.000    0.000    0.000    0.000 filters.py:303(_OverwriteMeta)
        1    0.000    0.000    0.000    0.000 filters.py:330(LazyAttributeOverwrite)
        1    0.000    0.000    0.000    0.000 filters.py:336(AttributeOverwrite)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        1    0.000    0.000    0.000    0.000 names.py:121(ContextName)
        1    0.000    0.000    0.000    0.000 names.py:153(ParamNameInterface)
        1    0.000    0.000    0.000    0.000 utils.py:29(UncaughtAttributeError)
        1    0.000    0.000    0.000    0.000 cache.py:87(func)
        1    0.000    0.000    0.000    0.000 cache.py:82(evaluator_method_generator_cache)
        1    0.000    0.000    0.000    0.000 base_context.py:262(ContextWrapper)
        1    0.000    0.000    0.000    0.000 base_context.py:270(TreeContext)
        1    0.000    0.000    0.000    0.000 context.py:1(BaseContext)
        1    0.000    0.000    0.000    0.000 _compatibility.py:543(GeneralizedPopen)
        1    0.000    0.000    0.000    0.000 file_io.py:6(AbstractFolderIO)
        1    0.000    0.000    0.000    0.000 file_io.py:17(FolderIO)
        1    0.000    0.000    0.000    0.000 file_io.py:25(FileIOFolderMixin)
        1    0.000    0.000    0.000    0.000 file_io.py:43(FileIO)
        1    0.000    0.000    0.000    0.000 file_io.py:47(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 winterm.py:6(WinColor)
        1    0.000    0.000    0.000    0.000 winterm.py:17(WinStyle)
        1    0.000    0.000    0.000    0.000 cache.py:78(call_signature_time_cache)
        1    0.000    0.000    0.000    0.000 cache.py:110(time_cache)
        1    0.000    0.000    0.000    0.000 errors.py:372(IndentationRule)
        1    0.000    0.000    0.000    0.000 errors.py:380(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 errors.py:393(ErrorFinderConfig)
        1    0.000    0.000    0.000    0.000 errors.py:397(SyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:429(_BreakOutsideLoop)
        1    0.000    0.000    0.000    0.000 errors.py:441(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 errors.py:460(_YieldFromCheck)
        1    0.000    0.000    0.000    0.000 errors.py:472(_NameChecks)
        1    0.000    0.000    0.000    0.000 errors.py:526(_StarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:552(_ReturnAndYieldChecks)
        1    0.000    0.000    0.000    0.000 errors.py:594(_TrailingImportComma)
        1    0.000    0.000    0.000    0.000 errors.py:604(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 errors.py:665(_StarExprParentRule)
        1    0.000    0.000    0.000    0.000 errors.py:697(_AnnotatorRule)
        1    0.000    0.000    0.000    0.000 errors.py:734(_ArgumentRule)
        1    0.000    0.000    0.000    0.000 errors.py:754(_NonlocalModuleLevelRule)
        1    0.000    0.000    0.000    0.000 errors.py:762(_ArglistRule)
        1    0.000    0.000    0.000    0.000 errors.py:849(_TryStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:864(_FStringRule)
        1    0.000    0.000    0.000    0.000 errors.py:896(_CheckAssignmentRule)
        1    0.000    0.000    0.000    0.000 errors.py:974(_CompForRule)
        1    0.000    0.000    0.000    0.000 errors.py:1000(_WithItemRule)
        1    0.000    0.000    0.000    0.000 errors.py:1006(_DelStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:1015(_ExprListRule)
        1    0.000    0.000    0.000    0.000 errors.py:1022(_ForStmtRule)
        1    0.000    0.000    0.000    0.000 normalizer.py:6(_NormalizerMeta)
        1    0.000    0.000    0.000    0.000 normalizer.py:110(NormalizerConfig)
        1    0.000    0.000    0.000    0.000 pep8.py:108(ImplicitNode)
        1    0.000    0.000    0.000    0.000 pep8.py:122(BackslashNode)
        1    0.000    0.000    0.000    0.000 pep8.py:703(PEP8NormalizerConfig)
        1    0.000    0.000    0.000    0.000 pep8.py:722(BlankLineAtEnd)
        1    0.000    0.000    0.000    0.000 file_io.py:4(FileIO)
        1    0.000    0.000    0.000    0.000 file_io.py:29(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 tree.py:96(PythonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:118(PythonLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:142(_LeafWithoutNewlines)
        1    0.000    0.000    0.000    0.000 tree.py:154(PythonBaseNode)
        1    0.000    0.000    0.000    0.000 tree.py:158(PythonNode)
        1    0.000    0.000    0.000    0.000 tree.py:162(PythonErrorNode)
        1    0.000    0.000    0.000    0.000 tree.py:166(PythonErrorLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:191(Name)
        1    0.000    0.000    0.000    0.000 tree.py:272(FStringString)
        1    0.000    0.000    0.000    0.000 tree.py:281(FStringStart)
        1    0.000    0.000    0.000    0.000 tree.py:290(FStringEnd)
        1    0.000    0.000    0.000    0.000 tree.py:318(Operator)
        1    0.000    0.000    0.000    0.000 tree.py:323(Keyword)
        1    0.000    0.000    0.000    0.000 tree.py:384(Module)
        1    0.000    0.000    0.000    0.000 tree.py:455(ClassOrFunc)
        1    0.000    0.000    0.000    0.000 tree.py:482(Class)
        1    0.000    0.000    0.000    0.000 tree.py:711(Flow)
        1    0.000    0.000    0.000    0.000 tree.py:715(IfStmt)
        1    0.000    0.000    0.000    0.000 tree.py:765(ForStmt)
        1    0.000    0.000    0.000    0.000 tree.py:779(TryStmt)
        1    0.000    0.000    0.000    0.000 tree.py:795(WithStmt)
        1    0.000    0.000    0.000    0.000 tree.py:974(KeywordStatement)
        1    0.000    0.000    0.000    0.000 tree.py:997(AssertStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1005(GlobalStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1012(ReturnStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1016(YieldExpr)
        1    0.000    0.000    0.000    0.000 tree.py:1212(SyncCompFor)
        1    0.000    0.000    0.000    0.000 cache.py:72(_NodeCacheItem)
        1    0.000    0.000    0.000    0.000 generator.py:34(Grammar)
        1    0.000    0.000    0.000    0.000 generator.py:50(DFAPlan)
        1    0.000    0.000    0.000    0.000 generator.py:63(DFAState)
        1    0.000    0.000    0.000    0.000 generator.py:122(ReservedString)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:148(NFAState)
        1    0.000    0.000    0.000    0.000 tokenize.py:270(Token)
        1    0.000    0.000    0.000    0.000 tokenize.py:280(PythonToken)
        1    0.000    0.000    0.000    0.000 tokenize.py:286(FStringNode)
        1    0.000    0.000    0.000    0.000 token.py:4(TokenType)
        1    0.000    0.000    0.000    0.000 diff.py:164(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 tree.py:68(DocstringMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:425(Interpreter)
        1    0.000    0.000    0.000    0.000 parser.py:41(InternalParseError)
        1    0.000    0.000    0.000    0.000 parser.py:57(Stack)
        1    0.000    0.000    0.000    0.000 tree.py:234(TypedLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:330(Node)
        1    0.000    0.000    0.000    0.000 tree.py:342(ErrorNode)
        1    0.000    0.000    0.000    0.000 tree.py:352(ErrorLeaf)
        1    0.000    0.000    0.000    0.000 completer.py:172(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 formatters.py:250(TimeElapsed)
        1    0.000    0.000    0.000    0.000 prompt.py:188(_RPrompt)
        1    0.000    0.000    0.000    0.000 base.py:94(Border)
        1    0.000    0.000    0.000    0.000 base.py:760(RadioList)
        1    0.000    0.000    0.000    0.000 base.py:776(CheckboxList)
        1    0.000    0.000    0.000    0.000 base.py:807(VerticalLine)
        1    0.000    0.000    0.000    0.000 base.py:821(HorizontalLine)
        1    0.000    0.000    0.000    0.000 toolbars.py:190(ArgToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:344(ValidationToolbar)
        1    0.000    0.000    0.000    0.000 renderer.py:246(HeightIsUnknownError)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:33(_Flush)
        1    0.000    0.000    0.000    0.000 layout.py:397(InvalidLayoutError)
        1    0.000    0.000    0.000    0.000 processors.py:586(AppendAutoSuggestion)
        1    0.000    0.000    0.000    0.000 processors.py:160(DummyProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:246(HighlightIncrementalSearchProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:270(HighlightSelectionProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:315(PasswordProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:442(DisplayMultipleCursors)
        1    0.000    0.000    0.000    0.000 key_bindings.py:610(GlobalOnlyKeyBindings)
        1    0.000    0.000    0.000    0.000 key_processor.py:40(__init__)
        1    0.000    0.000    0.000    0.000 vi_state.py:26(CharacterFind)
        1    0.000    0.000    0.000    0.000 validation.py:162(ConditionalValidator)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:132(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 __init__.py:76(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:79(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:85(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 __init__.py:88(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 __init__.py:91(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:97(NotFoundErr)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 __init__.py:109(SyntaxErr)
        1    0.000    0.000    0.000    0.000 __init__.py:112(InvalidModificationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:115(NamespaceErr)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InvalidAccessErr)
        1    0.000    0.000    0.000    0.000 __init__.py:121(ValidationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 style_transformation.py:57(SwapLightAndDarkStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:86(ReverseStyleTransformation)
        1    0.000    0.000    0.000    0.000 base.py:129(CompleteEvent)
        1    0.000    0.000    0.000    0.000 base.py:97(_InvertCache)
        1    0.000    0.000    0.000    0.000 base.py:153(_Invert)
        1    0.000    0.000    0.000    0.000 base.py:168(Always)
        1    0.000    0.000    0.000    0.000 utils.py:110(DummyContext)
        1    0.000    0.000    0.000    0.000 table_wide.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table_zero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:36(Suggestion)
        1    0.000    0.000    0.000    0.000 document.py:65(_DocumentCache)
        1    0.000    0.000    0.000    0.000 buffer.py:58(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 current.py:38(__init__)
        1    0.000    0.000    0.000    0.000 async_generator.py:17(_Done)
        1    0.000    0.000    0.000    0.000 unix_events.py:856(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:996(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:280(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 locks.py:299(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 queues.py:10(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:15(QueueFull)
        1    0.000    0.000    0.000    0.000 streams.py:22(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 streams.py:39(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 streams.py:147(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 events.py:576(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:625(_Local)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:64(Protocol)
        1    0.000    0.000    0.000    0.000 transports.py:136(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:158(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:181(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_events.py:477(_check_closed)
        1    0.000    0.000    0.000    0.000 base_events.py:626(is_running)
        1    0.000    0.000    0.000    0.000 base_events.py:1800(get_debug)
        1    0.000    0.000    0.000    0.000 base_futures.py:13(InvalidStateError)
        1    0.000    0.000    0.000    0.000 events.py:24(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:20(appended_to_syspath)
        1    0.000    0.000    0.000    0.000 tempdir.py:41(TemporaryWorkingDirectory)
        1    0.000    0.000    0.000    0.000 async_helpers.py:20(_AsyncIORunner)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:46(_NoStyle)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-727>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-728>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-730>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-731>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-732>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-733>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-734>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-735>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-736>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-737>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-738>:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:239(IFrame)
        1    0.000    0.000    0.000    0.000 display.py:315(VimeoVideo)
        1    0.000    0.000    0.000    0.000 display.py:324(ScribdDocument)
        1    0.000    0.000    0.000    0.000 display.py:340(FileLink)
        1    0.000    0.000    0.000    0.000 display.py:406(FileLinks)
        1    0.000    0.000    0.000    0.000 events.py:19(EventManager)
        1    0.000    0.000    0.000    0.000 displayhook.py:314(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 formatters.py:217(FormatterWarning)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-722>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-723>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-724>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-725>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-726>:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:34(DummyDB)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3710(InteractiveShellABC)
        1    0.000    0.000    0.000    0.000 prefilter.py:35(PrefilterError)
        1    0.000    0.000    0.000    0.000 autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 autocall.py:59(ZMQExitAutocall)
        1    0.000    0.000    0.000    0.000 splitinput.py:81(LineInfo)
        1    0.000    0.000    0.000    0.000 alias.py:113(AliasError)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:364(EscapedCommand)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:105(ProvisionalWarning)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:255(SpaceInInput)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:265(SeparateUnicode)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:277(DummyMod)
        1    0.000    0.000    0.000    0.000 python.py:512(PythonConsoleLexer)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 pretty.py:113(CUnicodeIO)
        1    0.000    0.000    0.000    0.000 pretty.py:335(RepresentationPrinter)
        1    0.000    0.000    0.000    0.000 pretty.py:437(Text)
        1    0.000    0.000    0.000    0.000 pretty.py:453(Breakable)
        1    0.000    0.000    0.000    0.000 pretty.py:483(GroupQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:324(_automodule)
        1    0.000    0.000    0.000    0.000 magic.py:50(Bunch)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 display.py:673(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:679(Pretty)
        1    0.000    0.000    0.000    0.000 display.py:685(HTML)
        1    0.000    0.000    0.000    0.000 display.py:722(Math)
        1    0.000    0.000    0.000    0.000 display.py:912(GeoJSON)
        1    0.000    0.000    0.000    0.000 display.py:982(Javascript)
        1    0.000    0.000    0.000    0.000 display.py:1308(Video)
        1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 profiledir.py:20(ProfileDirError)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-720>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-721>:1(<module>)
        1    0.000    0.000    0.000    0.000 embed.py:22(KillEmbedded)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:64(MagicHelpFormatter)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:105(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:176(ArgDecorator)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:193(magic_arguments)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:245(defaults)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:253(argument_group)
        1    0.000    0.000    0.000    0.000 error.py:34(TryNext)
        1    0.000    0.000    0.000    0.000 error.py:48(StdinNotImplementedError)
        1    0.000    0.000    0.000    0.000 error.py:55(InputRejected)
        1    0.000    0.000    0.000    0.000 text.py:516(FullEvalFormatter)
        1    0.000    0.000    0.000    0.000 expect.py:285(searcher_re)
        1    0.000    0.000    0.000    0.000 util.py:70(PtyProcessError)
        1    0.000    0.000    0.000    0.000 coloransi.py:57(TermColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:102(NoColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:111(ColorScheme)
        1    0.000    0.000    0.000    0.000 ipstruct.py:8(<module>)
        1    0.000    0.000    0.000    0.000 excolors.py:168(Deprec)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:6(<module>)
        1    0.000    0.000    0.000    0.000 path.py:166(HomeDirError)
        1    0.000    0.000    0.000    0.000 process.py:24(FindCmdError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(EOF)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(TIMEOUT)
        1    0.000    0.000    0.000    0.000 loader.py:305(ConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:387(JSONFileConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:443(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:492(CommandLineConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:775(KVArgParseConfigLoader)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-715>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-716>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-717>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-718>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-719>:1(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:307(with_patch_inspect)
        1    0.000    0.000    0.000    0.000 ultratb.py:1370(AutoFormattedTB)
        1    0.000    0.000    0.000    0.000 ultratb.py:1424(ColorTB)
        1    0.000    0.000    0.000    0.000 application.py:96(ApplicationError)
        1    0.000    0.000    0.000    0.000 application.py:100(LevelFormatter)
        1    0.000    0.000    0.000    0.000 configurable.py:22(ConfigurableError)
        1    0.000    0.000    0.000    0.000 configurable.py:26(MultipleInstanceError)
        1    0.000    0.000    0.000    0.000 loader.py:27(ConfigError)
        1    0.000    0.000    0.000    0.000 loader.py:30(ConfigLoaderError)
        1    0.000    0.000    0.000    0.000 loader.py:33(ConfigFileNotFound)
        1    0.000    0.000    0.000    0.000 traitlets.py:361(BaseDescriptor)
        1    0.000    0.000    0.000    0.000 traitlets.py:614(info)
        1    0.000    0.000    0.000    0.000 traitlets.py:754(MetaHasTraits)
        1    0.000    0.000    0.000    0.000 traitlets.py:898(EventHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:917(ObserveHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:927(ValidateHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:936(DefaultHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:1708(ForwardDeclaredMixin)
        1    0.000    0.000    0.000    0.000 traitlets.py:1735(This)
        1    0.000    0.000    0.000    0.000 traitlets.py:1856(Int)
        1    0.000    0.000    0.000    0.000 traitlets.py:1874(CInt)
        1    0.000    0.000    0.000    0.000 traitlets.py:1991(Complex)
        1    0.000    0.000    0.000    0.000 traitlets.py:2005(CComplex)
        1    0.000    0.000    0.000    0.000 traitlets.py:2017(Bytes)
        1    0.000    0.000    0.000    0.000 traitlets.py:2029(CBytes)
        1    0.000    0.000    0.000    0.000 traitlets.py:2039(Unicode)
        1    0.000    0.000    0.000    0.000 traitlets.py:2057(CUnicode)
        1    0.000    0.000    0.000    0.000 traitlets.py:2093(DottedObjectName)
        1    0.000    0.000    0.000    0.000 traitlets.py:2104(Bool)
        1    0.000    0.000    0.000    0.000 traitlets.py:2116(CBool)
        1    0.000    0.000    0.000    0.000 traitlets.py:2126(Enum)
        1    0.000    0.000    0.000    0.000 traitlets.py:2147(CaselessStrEnum)
        1    0.000    0.000    0.000    0.000 traitlets.py:2575(TCPAddress)
        1    0.000    0.000    0.000    0.000 traitlets.py:2593(CRegExp)
        1    0.000    0.000    0.000    0.000 animation.py:624(FFMpegWriter)
        1    0.000    0.000    0.000    0.000 animation.py:682(AVConvWriter)
        1    0.000    0.000    0.000    0.000 animation.py:692(AVConvFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:736(ImageMagickWriter)
        1    0.000    0.000    0.000    0.000 _animation_data.py:160(<module>)
        1    0.000    0.000    0.000    0.000 getipython.py:3(<module>)
        1    0.000    0.000    0.000    0.000 application.py:88(ProfileAwareConfigLoader)
        1    0.000    0.000    0.000    0.000 traitlets.py:87(TraitError)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(VisualizationError)
        1    0.000    0.000    0.000    0.000 qcstyle.py:21(DefaultStyle)
        1    0.000    0.000    0.000    0.000 qcstyle.py:133(BWStyle)
        1    0.000    0.000    0.000    0.000 state_visualization.py:45(Arrow3D)
