filter completed in 16.119680404663086 s
filter completed in 16.72810435295105 s
IMAGE COMPLETED: 1 of 2
filter completed in 35.63704514503479 s
filter completed in 36.4747998714447 s
IMAGE COMPLETED: 2 of 2
         56298822 function calls (56230494 primitive calls) in 117.719 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      100    0.000    0.000    0.002    0.000 font_manager.py:883(_json_decode)
        1    0.000    0.000    0.012    0.012 construction.py:252(<listcomp>)
      743    0.000    0.000    0.000    0.000 indent.py:23(__enter__)
      408    0.000    0.000    0.001    0.000 argparse.py:1299(register)
      167    0.000    0.000    0.012    0.000 rcsetup.py:68(f)
      205    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       83    0.000    0.000    0.002    0.000 pyparsing.py:3854(__init__)
      885    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       51    0.000    0.000    0.002    0.000 argparse.py:159(__init__)
       36    0.000    0.000    0.016    0.000 __init__.py:1494(_add_data_doc)
        1    0.000    0.000    0.000    0.000 instance.py:60(AbstractInstanceContext)
       40    0.000    0.000    0.004    0.000 argparse.py:1328(add_argument)
      785    0.000    0.000    0.000    0.000 series.py:359(_constructor)
        1    0.000    0.000    0.001    0.001 _cm_listed.py:1(<module>)
      263    0.000    0.000    0.001    0.000 pyparsing.py:545(__new__)
       87    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
      152    0.000    0.000    0.001    0.000 iterables.py:694(sift)
      118    0.000    0.000    0.001    0.000 accessor.py:83(_create_delegator_property)
        1    0.000    0.000    0.021    0.021 mathtext.py:2838(<listcomp>)
        1    0.000    0.000    0.000    0.000 minidom.py:1200(ReadOnlySequentialNamedNodeMap)
      378    0.000    0.000    0.000    0.000 _distn_infrastructure.py:44(instancemethod)
      136    0.000    0.000    0.001    0.000 traitlets.py:651(tag)
      454    0.000    0.000    0.001    0.000 utils.py:53(<genexpr>)
      267    0.000    0.000    0.001    0.000 libmpf.py:291(from_man_exp)
      281    0.000    0.000    0.001    0.000 function_base.py:446(_add_docstring)
      310    0.000    0.000    0.001    0.000 socket.py:91(<lambda>)
      266    0.000    0.000    0.001    0.000 utils.py:57(is_instance_or_subclass)
      130    0.000    0.000    0.002    0.000 pyplot.py:1780(<genexpr>)
        1    0.000    0.000    0.001    0.001 enumerative.py:1(<module>)
       53    0.000    0.000    0.014    0.000 compatibility.py:237(__new__)
       10    0.000    0.000    0.337    0.034 __init__.py:4(<module>)
        3    0.000    0.000    0.001    0.000 facts.py:291(split_alpha_beta)
      370    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
      307    0.000    0.000    0.001    0.000 socket.py:76(<lambda>)
      313    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      175    0.000    0.000    0.001    0.000 codecs.py:319(decode)
      183    0.000    0.000    0.008    0.000 __init__.py:1925(getLogger)
      175    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       98    0.000    0.000    0.002    0.000 common.py:30(_unpack_zerodim_and_defer)
     15/6    0.000    0.000    0.004    0.001 base.py:276(__new__)
       35    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
   226/13    0.000    0.000    0.034    0.003 generator.py:161(_generate_func_code_block)
      160    0.000    0.000    0.001    0.000 enum.py:442(_get_mixins_)
      160    0.000    0.000    0.001    0.000 enum.py:453(_find_data_type)
        1    0.000    0.000    0.001    0.001 entities.py:1(<module>)
      139    0.000    0.000    0.001    0.000 gate.py:28(__init__)
        1    0.000    0.000    0.000    0.000 matrices.py:525(MatrixReductions)
      222    0.000    0.000    0.001    0.000 function.py:138(<listcomp>)
        9    0.000    0.000    0.001    0.000 _make.py:548(_create_slots_class)
      797    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
      462    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      407    0.000    0.000    0.001    0.000 pyparsing.py:3581(<genexpr>)
      271    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      134    0.000    0.000    0.062    0.000 __init__.py:2984(_reload_version)
        1    0.000    0.000    0.001    0.001 api.py:93(_get_distinct_objs)
       20    0.000    0.000    0.259    0.013 __init__.py:5(<module>)
      446    0.000    0.000    0.000    0.000 __init__.py:1170(append)
       50    0.000    0.000    0.001    0.000 gettext.py:211(_expand_lang)
      488    0.000    0.000    0.000    0.000 facts.py:481(__init__)
       52    0.000    0.000    0.003    0.000 draft04.py:325(generate_max_items)
      155    0.000    0.000    0.001    0.000 decorator.py:178(public)
        1    0.000    0.000    0.007    0.007 generic.py:151(NDFrame)
       36    0.000    0.000    0.008    0.000 argparse.py:501(_format_action)
        5    0.000    0.000    0.092    0.018 __init__.py:7(<module>)
      164    0.000    0.000    0.032    0.000 utils.py:46(register_decorator)
      406    0.000    0.000    0.001    0.000 pretty_symbology.py:17(U)
      785    0.000    0.000    0.000    0.000 managers.py:1576(is_consolidated)
      229    0.000    0.000    0.001    0.000 basic.py:96(__new__)
       35    0.000    0.000    0.001    0.000 argparse.py:609(_expand_help)
      256    0.000    0.000    0.001    0.000 libintmath.py:70(gmpy_trailing)
      308    0.000    0.000    0.001    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    5.731    5.731 parsers.py:416(_read)
      559    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       19    0.000    0.000    0.013    0.001 rcsetup.py:879(validate_cycler)
      157    0.000    0.000    0.002    0.000 parse.py:449(urlunparse)
      326    0.000    0.000    0.001    0.000 textwrap.py:477(prefixed_lines)
      108    0.000    0.000    0.001    0.000 gate.py:175(broadcast_arguments)
     97/1    0.000    0.000    0.001    0.001 ref_resolver.py:151(walk)
      192    0.000    0.000    0.003    0.000 glob.py:85(_glob0)
        2    0.000    0.000    0.017    0.009 quantum_pipe.py:18(generate_random_circuit)
        4    0.000    0.000    0.002    0.001 feedparser.py:218(_parsegen)
       84    0.000    0.000    0.002    0.000 pyparsing.py:3390(__init__)
        3    0.000    0.000    0.001    0.000 expr.py:250(disallowed)
      785    0.000    0.000    0.000    0.000 base.py:635(ndim)
      789    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
       18    0.000    0.000    0.010    0.001 enum.py:389(_create_)
   132/87    0.000    0.000    0.002    0.000 ast.py:189(_construct)
        4    0.000    0.000    0.001    0.000 contextlib.py:71(inner)
      228    0.000    0.000    0.033    0.000 decorators.py:29(not_implemented_for)
        1    0.000    0.000    0.001    0.001 __init__.py:873(<dictcomp>)
      200    0.000    0.000    0.005    0.000 traceback.py:282(line)
       12    0.000    0.000    0.481    0.040 __init__.py:2(<module>)
        2    0.000    0.000    0.000    0.000 {method 'tofile' of 'numpy.ndarray' objects}
      208    0.000    0.000    0.001    0.000 ctx_mp_python.py:1026(_wrap_specfun)
        9    0.000    0.000    0.002    0.000 schema.py:944(_init_fields)
        1    0.000    0.000    0.074    0.074 __init__.py:101(<module>)
      785    0.000    0.000    0.000    0.000 common.py:178(<genexpr>)
        1    0.000    0.000    0.005    0.005 expr.py:2(<module>)
    65/38    0.000    0.000    0.034    0.001 _legacy_validators.py:49(items_draft3_draft4)
       46    0.000    0.000    0.025    0.001 tokenize.py:487(_tokenize)
       71    0.000    0.000    0.002    0.000 enum.py:125(__prepare__)
       38    0.000    0.000    0.001    0.000 utils.py:80(groupby)
       63    0.000    0.000    0.007    0.000 quantumcircuit.py:1580(h)
       10    0.000    0.000    0.001    0.000 utils.py:133(_get_indent)
        4    0.000    0.000    1.118    0.280 __init__.py:12(<module>)
     72/4    0.000    0.000    0.003    0.001 pyparsing.py:1829(_parseCache)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3719(__init__)
        1    0.000    0.000    0.029    0.029 pyparsing.py:96(<module>)
      245    0.000    0.000    0.000    0.000 _distn_infrastructure.py:710(<genexpr>)
      104    0.000    0.000    0.001    0.000 glob.py:114(_iterdir)
        6    0.000    0.000    0.000    0.000 {built-in method posix.open}
       67    0.000    0.000    0.001    0.000 pyparsing.py:4425(__init__)
      255    0.000    0.000    0.000    0.000 __init__.py:669(__iter__)
      527    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      620    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
      293    0.000    0.000    0.001    0.000 feedparser.py:78(readline)
      431    0.000    0.000    0.000    0.000 _decorators.py:323(__init__)
      211    0.000    0.000    0.001    0.000 __init__.py:212(_acquireLock)
      208    0.000    0.000    0.001    0.000 ctx_fp.py:51(_wrap_specfun)
      339    0.000    0.000    0.001    0.000 _types.py:40(is_string)
      371    0.000    0.000    0.000    0.000 _utils.py:84(find_additional_properties)
      158    0.000    0.000    0.001    0.000 inspect.py:714(getmodule)
       88    0.000    0.000    0.002    0.000 contextlib.py:210(contextmanager)
       91    0.000    0.000    0.002    0.000 deprecation.py:237(finalize)
        1    0.000    0.000    0.532    0.532 pyplot.py:19(<module>)
      222    0.000    0.000    0.001    0.000 compatibility.py:314(is_sequence)
      193    0.000    0.000    0.001    0.000 _types.py:29(is_number)
      247    0.000    0.000    0.000    0.000 function.py:143(<lambda>)
       99    0.000    0.000    0.001    0.000 sympify.py:78(sympify)
      172    0.000    0.000    0.001    0.000 posixpath.py:52(normcase)
      667    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
    63/11    0.000    0.000    0.007    0.001 pyparsing.py:4032(parseImpl)
      140    0.000    0.000    0.001    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.007    0.007 _dill.py:17(<module>)
      519    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      306    0.000    0.000    0.002    0.000 typing.py:772(<genexpr>)
       90    0.000    0.000    0.020    0.000 magic.py:186(magic_deco)
      150    0.000    0.000    0.021    0.000 cm.py:81(_generate_cmap)
       38    0.000    0.000    0.003    0.000 draft04.py:316(generate_min_items)
        3    0.000    0.000    0.018    0.006 numeric.py:1(<module>)
       49    0.000    0.000    0.001    0.000 typing.py:533(__init__)
  128/124    0.000    0.000    0.001    0.000 pyparsing.py:372(__init__)
       16    0.000    0.000    0.001    0.000 accessor.py:63(_add_delegate_accessors)
       82    0.000    0.000    0.001    0.000 inspect.py:525(_findclass)
       40    0.000    0.000    0.001    0.000 _inspect.py:142(formatargspec)
      320    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.007    0.007 frame.py:319(DataFrame)
      467    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      293    0.000    0.000    0.001    0.000 feedparser.py:128(__next__)
      301    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
      468    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
   131/65    0.000    0.000    0.007    0.000 pyparsing.py:3363(copy)
       52    0.000    0.000    0.001    0.000 core.py:900(__init__)
      432    0.000    0.000    0.000    0.000 colors.py:217(<genexpr>)
      142    0.000    0.000    0.001    0.000 generator.py:251(create_variable_with_length)
       15    0.000    0.000    0.028    0.002 _distn_infrastructure.py:2827(__init__)
        6    0.000    0.000    0.007    0.001 patches.py:1872(_pprint_styles)
      355    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
       16    0.000    0.000    0.012    0.001 utils.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1482(_guarded_repr_or_str)
      185    0.000    0.000    0.001    0.000 _oid.py:58(__hash__)
      276    0.000    0.000    0.000    0.000 _types.py:10(is_array)
        1    0.000    0.000    0.054    0.054 qt_compat.py:65(_setup_pyqt5)
        8    0.000    0.000    0.002    0.000 __init__.py:1955(_define_aliases)
       66    0.000    0.000    0.001    0.000 utils.py:75(__call__)
       50    0.000    0.000    0.009    0.000 traceback.py:200(extract_stack)
      126    0.000    0.000    0.000    0.000 colors.py:655(__init__)
        1    0.000    0.000    0.011    0.011 libmpf.py:3(<module>)
        1    0.000    0.000    0.038    0.038 _axes.py:97(Axes)
       78    0.000    0.000    0.002    0.000 decorators.py:67(__sympifyit)
        5    0.000    0.000    0.818    0.164 __init__.py:6(<module>)
        1    0.000    0.000    0.004    0.004 core.py:21(<module>)
        7    0.000    0.000    0.002    0.000 schema_validation.py:40(_load_schema)
       92    0.000    0.000    0.008    0.000 _validators.py:313(allOf)
      259    0.000    0.000    0.000    0.000 typing.py:479(__hash__)
   114/56    0.000    0.000    0.006    0.000 pyparsing.py:3952(copy)
      211    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       94    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
       19    0.000    0.000    0.001    0.000 cycler.py:349(by_key)
      151    0.000    0.000    0.003    0.000 _legacy_validators.py:65(minimum_draft3_draft4)
      150    0.000    0.000    0.005    0.000 linecache.py:15(getline)
      235    0.000    0.000    0.003    0.000 abc.py:130(register)
      537    0.000    0.000    0.000    0.000 {built-in method gmpy2.mpz}
        2    0.000    0.000    0.356    0.178 __init__.py:54(<module>)
      152    0.000    0.000    0.000    0.000 function.py:140(<listcomp>)
      467    0.000    0.000    0.000    0.000 artist.py:1334(<genexpr>)
      134    0.000    0.000    0.061    0.000 __init__.py:2772(_get_version)
      378    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.001    0.001 interactiveshell.py:339(InteractiveShell)
        1    0.000    0.000    0.001    0.001 status_codes.py:104(_init)
        1    0.000    0.000    0.000    0.000 stata.py:715(StataMissingValue)
      517    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
       60    0.000    0.000    0.000    0.000 cm.py:60(<listcomp>)
       50    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
      303    0.000    0.000    0.000    0.000 _validators.py:243(enum)
      238    0.000    0.000    0.000    0.000 numbers.py:2289(__hash__)
   131/65    0.000    0.000    0.006    0.000 pyparsing.py:3365(<listcomp>)
      278    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        2    0.000    0.000    0.001    0.000 qasm_simulator.py:116(__init__)
      268    0.000    0.000    0.001    0.000 libmpf.py:322(<genexpr>)
        3    0.000    0.000    0.155    0.052 subprocess.py:681(__init__)
      171    0.000    0.000    0.000    0.000 six.py:141(__init__)
      350    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       27    0.000    0.000    0.002    0.000 draft04.py:433(generate_required)
      151    0.000    0.000    0.000    0.000 _types.py:18(is_integer)
       96    0.000    0.000    0.000    0.000 {built-in method fastcache._lrucache.clru_cache}
   114/56    0.000    0.000    0.005    0.000 pyparsing.py:3954(<listcomp>)
      354    0.000    0.000    0.000    0.000 traitlets.py:383(class_init)
    94/81    0.000    0.000    0.001    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.003    0.003 strings.py:2026(StringMethods)
        1    0.000    0.000    0.006    0.006 hmac.py:4(<module>)
       10    0.000    0.000    0.001    0.000 pyparsing.py:3124(__init__)
    77/62    0.000    0.000    0.001    0.000 pyparsing.py:3434(__str__)
       43    0.000    0.000    0.005    0.000 manualintegrate.py:39(Rule)
       77    0.000    0.000    0.000    0.000 argparse.py:588(_format_args)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
       12    0.000    0.000    0.007    0.001 pyparsing.py:2653(__init__)
      116    0.000    0.000    0.032    0.000 __init__.py:1432(get_metadata_lines)
       95    0.000    0.000    0.002    0.000 typing.py:445(__init__)
       39    0.000    0.000    0.002    0.000 _make.py:1058(_generate_unique_filename)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2571(__eq__)
        1    0.000    0.000    0.040    0.040 pyparsing.py:75(<module>)
       79    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      465    0.000    0.000    0.000    0.000 logic.py:418(arg)
       13    0.000    0.000    0.001    0.000 inspect.py:3035(__str__)
      186    0.000    0.000    0.000    0.000 io.py:36(clone)
       38    0.000    0.000    0.000    0.000 utils.py:58(reverse_dict)
    21/16    0.000    0.000    0.005    0.000 draft04.py:355(generate_items)
        5    0.000    0.000    0.095    0.019 base.py:5(<module>)
      191    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
      213    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
      306    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
     12/2    0.000    0.000    0.151    0.075 pyplot.py:182(switch_backend)
       21    0.000    0.000    0.005    0.000 pyparsing.py:1512(setParseAction)
      111    0.000    0.000    0.001    0.000 generator.py:275(create_variable_is_list)
        8    0.000    0.000    5.949    0.744 __init__.py:18(<module>)
      164    0.000    0.000    0.000    0.000 colors.py:454(__init__)
      394    0.000    0.000    0.000    0.000 utils.py:42(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_load_error_strings}
       83    0.000    0.000    0.002    0.000 pyparsing.py:1821(__add__)
      122    0.000    0.000    0.003    0.000 _utils.py:14(normalize)
       81    0.000    0.000    0.001    0.000 token.py:35(__getattr__)
        1    0.000    0.000    0.000    0.000 parsers.py:1517(_maybe_dedup_names)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3912(streamline)
       56    0.000    0.000    0.001    0.000 rcsetup.py:71(<listcomp>)
       89    0.000    0.000    0.003    0.000 traitlets.py:737(__init__)
       69    0.000    0.000    0.001    0.000 pyparsing.py:2412(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.001    0.001 compatibility.py:1(<module>)
       51    0.000    0.000    0.001    0.000 singleton.py:102(__getattr__)
      192    0.000    0.000    0.002    0.000 posixpath.py:178(lexists)
        1    0.000    0.000    0.002    0.002 base.py:177(Index)
      224    0.000    0.000    0.000    0.000 patches.py:1864(<genexpr>)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
       47    0.000    0.000    0.001    0.000 _utils.py:187(uniq)
      480    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
    61/11    0.000    0.000    0.007    0.001 pyparsing.py:3288(leaveWhitespace)
      235    0.000    0.000    0.000    0.000 libmpf.py:330(from_int)
      117    0.000    0.000    0.000    0.000 utils.py:41(read_only_property)
        1    0.000    0.000    0.003    0.003 pretty_symbology.py:1(<module>)
        4    0.000    0.000    0.020    0.005 draft04.py:158(generate_one_of)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
        1    0.000    0.000    0.001    0.001 datetimelike.py:397(DatetimeLikeArrayMixin)
       66    0.000    0.000    0.003    0.000 pyparsing.py:2124(__add__)
        1    0.000    0.000    0.005    0.005 two_qubit_decompose.py:147(__init__)
       13    0.000    0.000    0.002    0.000 argparse.py:391(_format_actions_usage)
        2    0.000    0.000    0.000    0.000 basic.py:988(det)
      303    0.000    0.000    0.000    0.000 enum.py:628(value)
        7    0.000    0.000    0.587    0.084 __init__.py:16(<module>)
      324    0.000    0.000    0.000    0.000 rcsetup.py:144(validate_float)
       83    0.000    0.000    0.017    0.000 docstring.py:113(dedent_interpd)
        1    0.000    0.000    0.000    0.000 vt100.py:198(__init__)
       35    0.000    0.000    0.001    0.000 typing.py:844(__init_subclass__)
       86    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
       34    0.000    0.000    0.005    0.000 __init__.py:678(_arith_method_FRAME)
        1    0.000    0.000    0.000    0.000 __init__.py:325(<listcomp>)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
      112    0.000    0.000    0.000    0.000 _dill.py:525(_create_typemap)
       86    0.000    0.000    0.002    0.000 logic.py:268(fromstring)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:104(_mk_common_exceptions)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3866(<genexpr>)
      208    0.000    0.000    0.000    0.000 ctx_iv.py:356(_wrap_specfun)
    94/81    0.000    0.000    0.010    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.000    0.000 frequencies.py:300(_FrequencyInferer)
      170    0.000    0.000    0.001    0.000 pyparsing.py:3439(<genexpr>)
      189    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
      204    0.000    0.000    0.000    0.000 patches.py:1857(<genexpr>)
       72    0.000    0.000    0.002    0.000 __init__.py:1975(make_alias)
       11    0.000    0.000    0.002    0.000 decorator.py:95(__init__)
      306    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        8    0.000    0.000    0.002    0.000 fnmatch.py:48(filter)
        1    0.000    0.000    0.034    0.034 __init__.py:21(<module>)
        1    0.000    0.000    0.003    0.003 tz.py:9(<module>)
        1    0.000    0.000    0.012    0.012 codata.py:51(<module>)
       37    0.000    0.000    0.001    0.000 argparse.py:258(add_argument)
      197    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      416    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
     56/9    0.000    0.000    0.007    0.001 pyparsing.py:3881(leaveWhitespace)
      176    0.000    0.000    0.000    0.000 rcsetup.py:58(__call__)
      150    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        9    0.000    0.000    0.068    0.008 __init__.py:10(<module>)
      128    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
      209    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      416    0.000    0.000    0.000    0.000 conflict.py:67(<listcomp>)
      191    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
       61    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
       11    0.000    0.000    0.001    0.000 enum.py:890(<listcomp>)
       27    0.000    0.000    0.005    0.000 pyparsing.py:3278(__init__)
      150    0.000    0.000    0.004    0.000 linecache.py:37(getlines)
       10    0.000    0.000    0.001    0.000 symbol.py:508(symbols)
      136    0.000    0.000    0.000    0.000 expr.py:160(<lambda>)
        1    0.000    0.000    0.001    0.001 facts.py:116(<listcomp>)
       28    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
      254    0.000    0.000    0.000    0.000 __init__.py:922(_added_new)
        1    0.000    0.000    0.007    0.007 _add_newdocs.py:10(<module>)
        1    0.000    0.000    0.443    0.443 __init__.py:3253(_initialize_master_working_set)
        1    0.000    0.000    0.203    0.203 __init__.py:106(<module>)
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
       37    0.000    0.000    0.001    0.000 pyparsing.py:3323(parseImpl)
     30/4    0.000    0.000    0.003    0.001 pyparsing.py:3397(parseImpl)
        9    0.000    0.000    0.004    0.000 schema.py:364(__init__)
        1    0.000    0.000    0.042    0.042 core.py:182(read_style_directory)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1622(preParse)
       34    0.000    0.000    0.001    0.000 validators.py:783(resolve_fragment)
        7    0.000    0.000    0.103    0.015 base.py:1(<module>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2854(__init__)
      243    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      374    0.000    0.000    0.000    0.000 __init__.py:2597(_reload_version)
        2    0.000    0.000    0.000    0.000 __init__.py:1304(_clear_cache)
        2    0.000    0.000    0.001    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
      166    0.000    0.000    0.001    0.000 parse.py:320(geturl)
      400    0.000    0.000    0.000    0.000 {function _typedict.__getitem__ at 0x7fcc1b361950}
      143    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        3    0.000    0.000    0.001    0.000 io.py:24(__init__)
       68    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
      106    0.000    0.000    0.000    0.000 function_base.py:257(iterable)
        1    0.000    0.000    0.004    0.004 strings.py:1(<module>)
        1    0.000    0.000    0.017    0.017 ansi.py:1(<module>)
      278    0.000    0.000    0.000    0.000 imp.py:108(<listcomp>)
       38    0.000    0.000    0.088    0.002 dispatcher.py:133(add)
       63    0.000    0.000    0.001    0.000 inspect.py:2551(__str__)
       53    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       37    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.Cryptography_add_osrandom_engine}
  144/115    0.000    0.000    0.001    0.000 ast.py:258(__hash__)
      211    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       72    0.000    0.000    0.000    0.000 magic_arguments.py:73(_format_action_invocation)
        1    0.000    0.000    0.000    0.000 __init__.py:393(<listcomp>)
      144    0.000    0.000    0.001    0.000 _asarray.py:88(asanyarray)
    87/79    0.000    0.000    0.001    0.000 pyparsing.py:3576(__str__)
       98    0.000    0.000    0.000    0.000 argparse.py:290(_join_parts)
       52    0.000    0.000    0.000    0.000 locale.py:384(normalize)
       77    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      212    0.000    0.000    0.000    0.000 __init__.py:28(set_function_name)
      132    0.000    0.000    0.000    0.000 six.py:87(__init__)
        1    0.000    0.000    0.050    0.050 interactiveshell.py:2(<module>)
       40    0.000    0.000    0.000    0.000 argparse.py:1385(_add_action)
        6    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       88    0.000    0.000    0.002    0.000 traitlets.py:757(setup_class)
       31    0.000    0.000    0.000    0.000 argparse.py:1465(_get_optional_kwargs)
        1    0.000    0.000    0.001    0.001 tty.py:1(<module>)
        1    0.000    0.000    0.025    0.025 cm.py:19(<module>)
      132    0.000    0.000    0.023    0.000 shutil.py:1131(_access_check)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
        6    0.000    0.000    0.003    0.000 common.py:1(<module>)
        1    0.000    0.000    0.012    0.012 algorithms.py:4(<module>)
      234    0.000    0.000    0.000    0.000 __init__.py:3154(_always_object)
       14    0.000    0.000    0.002    0.000 _make.py:1168(_make_eq)
       25    0.000    0.000    0.001    0.000 draft04.py:279(generate_minimum)
       32    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.008    0.008 application.py:2(<module>)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3354(__str__)
        1    0.000    0.000    0.006    0.006 manualintegrate.py:18(<module>)
       24    0.000    0.000    0.001    0.000 argparse.py:1554(__init__)
       27    0.000    0.000    0.002    0.000 core.py:172(iter_style_files)
    84/82    0.000    0.000    0.151    0.002 __init__.py:811(__getitem__)
       43    0.000    0.000    0.001    0.000 decorators.py:121(priority_decorator)
       87    0.000    0.000    0.000    0.000 compatibility.py:256(iterable)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
        1    0.000    0.000    0.015    0.015 nanops.py:1(<module>)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3128(<genexpr>)
        1    0.000    0.000    0.043    0.043 rcsetup.py:15(<module>)
       26    0.000    0.000    0.036    0.001 pyparsing.py:2779(__init__)
        1    0.000    0.000    0.009    0.009 _multivariate.py:4(<module>)
      146    0.000    0.000    0.000    0.000 six.py:184(find_module)
       30    0.000    0.000    0.000    0.000 symbol.py:179(_sanitize)
       35    0.000    0.000    0.001    0.000 compatibility.py:590(_nodes)
       78    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        7    0.000    0.000    0.001    0.000 managers.py:212(_rebuild_blknos_and_blklocs)
       64    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
       11    0.000    0.000    0.001    0.000 decorator.py:169(make)
       14    0.000    0.000    0.003    0.000 validators.py:636(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
      101    0.000    0.000    0.013    0.000 util.py:105(wrapper)
      104    0.000    0.000    0.002    0.000 _utils.py:21(__getitem__)
